OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,Shape__Area,Shape__Length
408,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,d434d37f-1790-4c95-890a-6d73cdf7c411,428,HATU,Unofficial Boundary of Harriet Tubman Underground Railroad National Historical Park.,Harriet Tubman Underground Railroad National Historical Park,2017/06/30 00:00:00+00,MD,NE,2783291,National Historical Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Harriet Tubman Underground Railroad,168814454.207031,106156.506545398
409,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,5734a83a-7b7b-4a26-a78f-e651a843f522,429,FRST,Lands - http://landsnet.nps.gov/tractsnet/documents/FRST/Metadata/frst_metadata.xml,First State National Historical Park,2015/06/18 00:00:00+00,DE,NE,2756166,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223243,First State,7934331.36328125,22895.2794418722
410,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,4602779a-84cf-407d-8557-863e71d5446d,434,NOCO,Lands - http://landsnet.nps.gov/tractsnet/documents/NOCO/Metadata/noco_metadata.xml,North Country National Scenic Trail,2021/03/04 00:00:00+00,MI,MW,1622686,National Trails Syste,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278886,North Country,2393637.34765625,14221.7434097122
411,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,8a7cd2e1-b62a-49c4-a519-e6935d788f66,435,VALL,Lands - http://landsnet.nps.gov/tractsnet/documents/VALL/Metadata/vall_metadata.xml,Valles Caldera National Preserve,2022/09/13 10:13:39+00,NM,IM,2035517,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230265,Valles Caldera,550255820.738281,103819.613269938
412,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,a9fcafdc-8e12-473e-88dd-414352ba6fcb,439,BLRV,Lands - http://landsnet.nps.gov/tractsnet/documents/BLRV/Metadata/blrv_metadata.xml,Blackstone River Valley National Historical Park,2022/05/19 00:00:00+00,MA,NE,,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2293836,Blackstone River Valley,1588474.29296875,23051.6444589833
413,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,e878a4d3-1508-4faf-a87d-e24c886f3f39,440,HONO,Lands - http://landsnet.nps.gov/tractsnet/documents/HONO/Metadata/hono_metadata.xml,Honouliuli National Historic Site,2015/08/13 00:00:00+00,HI,PW,2767391,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224523,Honouliuli,727877.6796875,7382.90954987412
414,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,1746fb68-158a-4368-9969-a0f7d8aaedeb,441,PULL,Lands - http://landsnet.nps.gov/tractsnet/documents/PULL/Metadata/pull_metadata.xml,Pullman National Monument,2016/09/12 00:00:00+00,IL,MW,2766905,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221824,Pullman,2930.1875,459.270871867271
415,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,72f1e34c-c3c7-4f6e-baf1-44449b9464ce,442,WWIM,Lands - http://landsnet.nps.gov/tractsnet/documents/WWIM/Metadata/wwim_metadata.xml,World War I Memorial,2016/09/13 00:00:00+00,DC,NC,531319,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235466,World War I,13826.66015625,474.880633045153
416,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,aa47f085-9657-42e0-b17e-c4f4ca14bbde,443,TUSK,Lands - http://landsnet.nps.gov/tractsnet/documents/TUSK/Metadata/tusk_metadata.xml,Tule Springs Fossil Beds National Monument,2020/08/31 00:00:00+00,NV,PW,2767392,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2256600,Tule Springs Fossil Beds,142174819.359375,128937.945689109
417,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,12e9b950-ccd4-45b0-83f0-36c1cd163d4b,444,MAPR,Lands - http://landsnet.nps.gov/tractsnet/documents/MAPR/Metadata/mapr_metadata.xml,Manhattan Project National Historical Park,2016/03/16 00:00:00+00,NM,IM,2775864,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229065,Manhattan Project,776550.75390625,14168.4462701912
418,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,393424b5-b9a3-410b-be89-1f5737df37d5,445,WACO,Lands - http://landsnet.nps.gov/tractsnet/documents/WACO/Metadata/waco_metadata.xml,Waco Mammoth National Monument,2016/02/12 00:00:00+00,TX,IM,2775865,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229068,Waco Mammoth,600048.47265625,3457.94217336149
419,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,1a6417ae-232e-46b6-989f-5b22031e2e16,446,CAMO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAMO/Metadata/camo_metadata.xml,Castle Mountains National Monument,2016/03/01 00:00:00+00,CA,PW,2775863,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229071,Castle Mountain,127057532.824219,125638.154758215
420,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,b7fb629a-4bd7-4c63-a53b-7f6aba5938b7,448,STON,Lands - http://landsnet.nps.gov/tractsnet/documents/STON/Metadata/ston_metadata.xml,Stonewall National Monument,2016/09/07 00:00:00+00,NY,NE,2781516,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235467,Stonewall,32233.24609375,2341.33915367813
421,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,f55e5a8f-4432-49bc-b736-09287ecf9829,449,KAWW,Lands - http://landsnet.nps.gov/tractsnet/documents/KAWW/Metadata/kaww_metadata.xml,Katahdin Woods and Waters National Monument,2018/01/23 00:00:00+00,ME,NE,2783292,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242149,Katahdin Woods And Waters,749774984.871094,281146.150832059
422,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,43938396-5d0f-429d-bb02-01ef2f1e7c87,450,BICR,Lands - http://landsnet.nps.gov/tractsnet/documents/BICR/Metadata/bicr_metadata.xml,Birmingham Civil Rights National Monument,2017/10/24 00:00:00+00,AL,SE,2783289,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249526,Birmingham Civil Rights,5140.57421875,287.162143555554
423,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,d9024c8d-e1fa-462d-bbf9-c3d5a0e317fd,452,FRRI,Lands - http://landsnet.nps.gov/tractsnet/documents/FRRI/Metadata/frri_metadata.xml,Freedom Riders National Monument,2020/09/23 00:00:00+00,AL,SE,2783290,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249525,Freedom Riders,46781.171875,1466.70082152724
424,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,46584a07-7ce8-4cf7-9fff-5a05850fce0e,453,REER,Lands - http://landsnet.nps.gov/tractsnet/documents/REER/Metadata/reer_metadata.xml,Reconstruction Era National Historical Park,2020/05/14 00:00:00+00,SC,SE,2783288,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2249524,Reconstruction Era,122108.2890625,4590.45413974346
425,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,8079da0e-9363-4538-a2e2-1a73cc3c7be0,454,STGE,Lands - http://landsnet.nps.gov/tractsnet/documents/STGE/Metadata/stge_metadata.xml,Ste. Genevieve National Historical Park,2022/07/26 09:03:29+00,MO,MW,need,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2283806,Ste. Geneviève,107696.61328125,2667.17852305045
426,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,d938d81d-3f0e-43b4-b669-261f2e923c87,455,CANE,Lands - http://landsnet.nps.gov/tractsnet/documents/CANE/Metadata/cane_metadata.xml,Camp Nelson National Monument,2020/09/23 00:00:00+00,KY,SE,2795910,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259620,Camp Nelson,3007931.95703125,10590.353875305
427,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,6109f646-c48e-4ae1-8759-2c36ea002f06,456,TULE,Lands - http://landsnet.nps.gov/tractsnet/documents/TULE/Metadata/tule_metadata.xml,Tule Lake National Monument,2019/08/29 00:00:00+00,CA,PW,2790524,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2266793 ,Tule Lake,273265.484375,2682.8693855115
428,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,d0f6d06a-886d-457c-a402-53f4f2c2835b,457,MEMY,Lands - http://landsnet.nps.gov/tractsnet/documents/MEMY/Metadata/memy_metadata.xml,Medgar and Myrlie Evers Home National Monument,2020/09/21 00:00:00+00,MS,SE,2808903,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278882,Medgar and Myrlie Evers Home,4219.38671875,359.945260791498
429,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,932598e3-0172-4f95-99cb-ffd612e9d4d5,458,MISP,Lands - http://landsnet.nps.gov/tractsnet/documents/MISP/Metadata/misp_metadata.xml,Mill Springs Battlefield National Monument,2020/09/23 00:00:00+00,KY,SE,498296,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278885,Mill Springs Battlefield,9359463.23046875,27036.7212000119
430,2023/01/03 09:21:37+00,NPS_WASO_LANDS,2023/01/03 09:21:37+00,NPS_WASO_LANDS,8762b3ec-bb3e-4a1c-92b1-06116361382a,459,DDEM,Lands - http://landsnet.nps.gov/tractsnet/documents/DDEM/Metadata/ddem_metadata.xml,Dwight D. Eisenhower Memorial,2020/09/29 00:00:00+00,DC,NC,need GNIS ID,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278887,Dwight D. Eisenhower,22355.57421875,666.070430144319
